id,sentiment,country,coordinates
1244847095984590848,-0.12698412698412698,US,"[34.0522, -118.243]"
1244847270035697664,0.15000000000000002,US,"[36.8522, -76.2808]"
1244848744329248768,0.5,US,"[39.7391, -104.98360001]"
1244849032486420480,-1.0,US,"[40.69404101, -73.98792035]"
1244849620045488128,0.3,US,"[33.8753, -117.566]"
1244850726637092871,-0.10000000000000002,US,"[34.2011, -118.536]"
1244851950807584768,0.35,US,"[37.3229, -122.0323]"
1244852751328305153,0.0,US,"[32.5141, -93.7501]"
1244853445791830016,0.13636363636363635,US,"[40.7142, -74.0064]"
1244853890442551296,0.31562500000000004,US,"[34.05387284, -118.36041226]"
1244853945941528576,-0.29296875,US,"[28.13333333, -81.63166667]"
1244855694978953216,0.36071428571428577,US,"[34.07347, -118.40033]"
1244859799264727040,0.21428571428571427,US,"[37.22629, -80.41062]"
1244864508251660289,0.0,US,"[33.8344994, -117.6601639]"
1244866579684380672,0.13636363636363635,US,"[40.7142, -74.0064]"
1244870049485082625,-0.033333333333333326,US,"[47.25540403, -122.4413699]"
1244880459043127298,0.3541666666666667,US,"[38.2578, -122.054]"
1244881339465285635,0.16818181818181818,US,"[40.7, -73.8309]"
1244890105237721088,-0.1,US,"[40.75958, -73.91976]"
1244910781256392704,0.13636363636363635,US,"[47.6132, -122.346]"
1244915700159913984,0.8,US,"[39.291089, -75.621853]"
1244917543938199553,-0.1,US,"[33.8873, -118.4026]"
1244919278844944384,0.0,US,"[40.6819, -73.692001]"
1244919279855820810,0.0,US,"[40.6819, -73.692001]"
1244919411858968576,0.0,US,"[40.6819, -73.692001]"
1244919411888267264,0.0,US,"[40.6819, -73.692001]"
1244938175656726529,0.505,US,"[40.8115, -96.6767]"
1244941809840803840,0.17045454545454544,US,"[40.65322118, -73.90672019]"
1244942076288159744,-0.25,US,"[42.20275572, -71.0049217]"
1244942725553590272,0.25,US,"[34.05387284, -118.36041226]"
1244944297520238593,0.5,US,"[42.94935, -85.61179]"
1244946281115668480,1.0,US,"[40.80780954, -74.19224075]"
1244959537628577793,0.5,US,"[40.7493, -73.8531]"
1244960751120519170,-0.14583333333333334,US,"[37.7793, -122.419]"
1244964052109049856,0.2333333333333333,US,"[33.9365, -83.7105]"
1244974673693224962,0.0,US,"[38.2525, -85.7554]"
1244976014968737795,0.0,US,"[35.0455, -85.2673]"
1244976071306436608,0.5625,US,"[42.19222222, -88.08805556]"
1244977554148052992,0.3,US,"[44.9497, -93.0931]"
1244978168731185153,0.13636363636363635,US,"[40.7142, -74.0064]"
1244978906911903744,0.2,US,"[38.90950472, -76.83990808]"
1244979108922171392,0.0,US,"[40.7207559, -74.0007613]"
1244980127840129026,0.0,US,"[39.9527, -75.1651]"
1244982129894871040,0.0,US,"[32.861895, -96.804985]"
1244982469411012610,0.0,US,"[33.88, -117.58]"
1244984331241541632,0.05000000000000001,US,"[33.88, -117.58]"
1244986043977383937,0.0,US,"[38.93925166, -77.01932307]"
1244990800200638465,0.0,US,"[33.94246099, -118.40812325]"
1244997644147195906,0.0465277777777778,US,"[40.01396811, -105.12900874]"
1245003025158148096,-0.5000000000000001,US,"[47.6947, -116.7915]"
1245003823409659905,0.0,US,"[33.8752, -117.5655]"
1245004866788999169,0.19166666666666665,US,"[46.6594, -94.1136]"
1245006861889409026,0.17222222222222222,US,"[38.88437388, -77.03876138]"
1245010530047332352,0.03333333333333333,US,"[40.86247308, -74.07425423]"
1245010659747737603,0.0,US,"[33.95010442, -84.46687156]"
1245011578904350725,-0.11851851851851854,US,"[33.7566, -84.3889]"
1245012082166083590,0.25642857142857145,US,"[38.7654882, -93.7401355]"
1245014479185874951,0.1181818181818182,US,"[40.7207559, -74.0007613]"
1245014963216932864,0.0,US,"[33.7692, -118.1938]"
1245017377118576642,0.3984375,US,"[39.0086, -83.8042]"
1245019493207879681,0.0,US,"[39.14715, -121.59198]"
1245019898130116608,1.0,US,"[33.7566, -84.3889]"
1245020713926393857,0.0,US,"[25.7752, -80.192]"
1245021987233239041,-0.0625,US,"[32.219, -110.9708]"
1245025565515579392,0.3708333333333333,US,"[40.65, -73.95]"
1245026036498210817,0.05,US,"[34.10523465, -118.30274094]"
1245027657705598977,0.0,US,"[37.7620402, -122.4435029]"
1245030752099729419,0.0,US,"[39.0, -76.7]"
1245031233282850816,0.369140625,US,"[40.7142, -74.0064]"
1245031929268899842,-0.2,US,"[30.2677, -97.7475]"
1245032070742671361,0.0,US,"[33.88957616, -117.52649483]"
1245033483262513152,-0.15555555555555559,US,"[28.39908, -81.22723]"
1245037824052584449,0.3288888888888889,US,"[33.5927, -117.6984]"
1245038163632041985,0.08522727272727272,US,"[33.47026213, -112.05051106]"
1245038468209786880,0.0,US,"[35.5, -80.0]"
1245039606841647108,0.5,US,"[30.16964, -95.49667]"
1245039614194302976,0.0,US,"[34.0522, -118.243]"
1245041789402259456,0.2857142857142857,US,"[39.89586346, -75.25217637]"
1245043558501036033,0.0,US,"[33.8753, -117.566]"
1245043735907438592,0.0,US,"[33.8753, -117.566]"
1245046973738164225,0.0,US,"[34.10638859, -118.3798972]"
1245047288172621828,0.0,US,"[35.0069, -80.9445]"
1245047542192144385,0.0,US,"[26.16587, -80.13604]"
1245047543773478912,0.5,US,"[29.9891, -97.8759]"
1245049803656105991,0.0,US,"[40.80732819, -73.92142577]"
1245050846770954241,0.1875,US,"[32.85195, -117.21703]"
1245052322998136832,0.0,US,"[26.0215, -80.1749]"
1245054087621738497,0.0,US,"[30.2677, -97.7475]"
1245059372750983173,0.13636363636363635,US,"[40.7, -73.9056]"
1245062468331810817,0.25,US,"[43.01701774, -71.44967322]"
1245064069637382145,0.4040854978354978,US,"[30.68484504, -88.04769292]"
1245064975439269890,0.0,US,"[34.0522, -118.243]"
1245066688384716801,0.4275568181818182,US,"[30.68484504, -88.04769292]"
1245067647269720071,0.525,US,"[33.7566, -84.3889]"
1245068233796919301,0.390625,US,"[38.6272, -90.1978]"
1245069496613851136,0.4375,US,"[38.90235244, -76.98239018]"
1245071263753789440,0.43875000000000003,US,"[28.5694278, -81.28022858]"
1245071762947215360,0.0,US,"[31.1056, -97.7266]"
1245071897907400711,0.17045454545454544,US,"[40.64812, -73.91813]"
1245072124869476353,-0.09305555555555556,US,"[41.8957, -87.67134]"
1245072177734594562,0.0,US,"[42.40723186, -83.2074185]"
1245072239030079492,0.3181818181818182,US,"[41.0691, -73.8598]"
1245074858750468097,0.5,US,"[35.38358, -94.37442]"
1245076377877057538,0.0,US,"[34.0522, -118.243]"
1245076762087677953,0.05000000000000001,US,"[33.88, -117.58]"
1245077803630026752,0.13636363636363635,US,"[35.30885, -106.43404]"
1245078761831309319,0.3,US,"[33.4219, -111.935]"
1245078797969285120,0.17159090909090907,US,"[40.7142, -74.0064]"
1245078972490297346,0.2681818181818182,US,"[28.04111111, -81.95888889]"
1245079263885152256,0.13636363636363635,US,"[27.81436649, -82.34090939]"
1245079339747749890,0.2375,US,"[34.72976873, -86.58591698]"
1245079707332284416,0.4,US,"[33.73787, -118.28461]"
1245079708607434752,-0.0625,US,"[34.0522, -118.243]"
1245081179117797376,0.125,US,"[34.0518805, -118.44288667]"
1245083074066411521,0.8,US,"[32.184, -80.7197]"
1245084321263824901,0.5,US,"[25.7752, -80.192]"
1245086771374891008,0.0,US,"[41.9776, -73.94625]"
1245090184074375168,-0.125,US,"[34.1267, -83.5903]"
1245091193245089792,0.26666666666666666,US,"[33.59552, -117.86996]"
1245091532216111105,0.15000000000000002,US,"[33.61695, -117.93033]"
1245091823028232192,0.24545454545454545,US,"[42.6463, -73.7571]"
1245095261682139137,0.0,US,"[40.7493, -73.8531]"
1245095694140092416,-0.1875,US,"[33.8873, -118.4026]"
1245095783239757826,0.33291903409090906,US,"[40.80517445, -74.1922469]"
1245096446128521216,0.0,US,"[36.1675, -115.149]"
1245100255416385536,0.125,US,"[36.4072748, -93.733131]"
1245101604535250944,0.13636363636363635,US,"[40.7779, -73.9675]"
1245104916923809795,0.0,US,"[41.883222, -87.632496]"
1245108168881065985,0.0,US,"[41.883222, -87.632496]"
1245109724498071552,0.05,US,"[40.76449, -73.9833]"
1245109754873040896,0.0,US,"[38.80478762, -77.03950971]"
1245111573586137088,-0.3203125,US,"[29.9398188, -95.3926897]"
1245113070239862784,0.4,US,"[38.66104, -77.24752]"
1245113104242847749,0.0,US,"[25.7752, -80.192]"
1245113327459721217,0.0,US,"[34.2347, -77.9482]"
1245113412230639617,0.4910714285714286,US,"[43.046899, -76.144423]"
1245113830327320576,0.3,US,"[28.2489, -82.7177]"
1245117627137220609,0.2,US,"[33.51755, -86.79292]"
1245117715607695361,0.0,US,"[37.76442532, -122.43856987]"
1245117940414001153,0.15000000000000002,US,"[33.59552, -117.86996]"
1245120243476975618,0.13357142857142856,US,"[40.88148212, -111.87042038]"
1245120435404111878,0.0,US,"[31.0, -100.0]"
1245122314556997632,0.0,US,"[33.7877, -117.8533]"
1245124463580119040,0.34739583333333335,US,"[40.80517445, -74.1922469]"
1245124584455766017,0.2857142857142857,US,"[36.1651, -86.7837]"
1245125199521079297,0.7125,US,"[40.80517445, -74.1922469]"
1245125587166879745,0.34739583333333335,US,"[40.80517445, -74.1922469]"
1245125779316449280,0.2166666666666667,US,"[41.1166544, -74.02636453]"
1245126990664851456,0.0,US,"[34.0522, -118.243]"
1245127177911312386,0.3666666666666667,US,"[27.9473, -82.4558]"
1245127701209415680,0.13209092881944448,US,"[29.7602, -95.3694]"
1245128055049392130,0.0,US,"[39.317, -84.2229]"
1245128521296613378,0.5,US,"[34.05, -118.25]"
1245128586551603201,0.375,US,"[38.82137, -75.30573]"
1245128736871198721,0.28515625,US,"[38.5253, -89.1325]"
1245130150091595777,0.39999999999999997,US,"[36.05269, -86.69193]"
1245130226998235136,-0.2285714285714286,US,"[31.1056, -97.7266]"
1245131448777990144,0.0,US,"[32.83793988, -96.75082392]"
1245131811249950720,0.5375,US,"[33.39896, -91.03778]"
1245132894026305536,-0.09375,US,"[28.59757152, -81.35150939]"
1245134095560200192,0.325,US,"[40.5112, -88.9844]"
1245135115447087105,0.20833333333333334,US,"[40.7142, -74.0064]"
1245136102341648385,0.4,US,"[29.70647635, -95.41296602]"
1245136933187194880,0.0,US,"[29.79016222, -95.71006481]"
1245137300444635136,0.0,US,"[37.6933, -97.3358]"
1245137479113543693,0.06818181818181818,US,"[40.4411, -79.9975]"
1245137736924790786,0.0,US,"[37.7567, -90.4327]"
1245138421871493121,0.1,US,"[28.13333333, -81.63166667]"
1245139717680701440,0.0,US,"[33.8752, -117.5655]"
1245141163880984578,0.0,US,"[37.3045, -89.5521]"
1245141385663086594,0.0,US,"[39.7692, -86.1582]"
1245141477342302209,0.5056818181818181,US,"[40.65, -73.95]"
1245141762366152704,0.6666666666666666,US,"[30.3581, -90.0651]"
1245141879081046016,0.13636363636363635,US,"[40.7142, -74.0064]"
1245141897326166016,-0.05,US,"[40.76236534, -73.92443994]"
1245143604630347780,-0.8,US,"[34.07347, -118.40033]"
1245145032379768833,-0.625,US,"[28.13333333, -81.63166667]"
1245145108229603328,0.5,US,"[29.4167, -98.5]"
1245145532915503105,0.0,US,"[28.5421, -81.3775]"
1245146710105604096,0.0,US,"[37.76442532, -122.43856987]"
1245147668323749890,0.0,US,"[38.44531, -122.71642]"
1245148132024909824,0.37857142857142856,US,"[41.23, -73.37]"
1245148745236389893,0.6875,US,"[38.44531, -122.71642]"
1245149394934120448,0.0,US,"[29.7602, -95.3694]"
1245149537758367746,0.0,US,"[38.40334105, -122.71267357]"
1245150049262358529,0.0,US,"[38.44531, -122.71642]"
1245150697458466816,0.0,US,"[38.44531, -122.71642]"
1245151131027869696,0.0,US,"[28.0400545, -82.4783789]"
1245151387018764289,0.0,US,"[38.40334105, -122.71267357]"
1245151395696857090,0.5,US,"[37.5, -79.0]"
1245152351415087104,0.2,US,"[36.0265, -86.7925]"
1245153520837373954,0.0,US,"[38.40334105, -122.71267357]"
1245153978029047810,0.13636363636363635,US,"[40.22704, -74.63516]"
1245155154652889088,0.0,US,"[38.40334105, -122.71267357]"
1245155756204347393,0.0,US,"[38.1681, -122.253]"
1245155799992803330,-0.00833333333333334,US,"[34.3224508, -118.4755165]"
1245156058919813120,0.0,US,"[38.44531, -122.71642]"
1245157159056412674,0.0,US,"[38.44531, -122.71642]"
1245157251561775107,-0.2666666666666666,US,"[25.78115433, -80.13085376]"
1245157252987645952,0.1277777777777778,US,"[37.7621377, -122.4362493]"
1245157950303473666,-0.288961038961039,US,"[42.3368, -83.0507]"
1245158113990397952,0.0,US,"[38.40334105, -122.71267357]"
1245160340016574467,0.24460227272727272,US,"[29.1877, -82.1306]"
1245161024774258690,0.4833333333333334,US,"[47.61483906, -122.20063537]"
1245161180995489792,0.1,US,"[33.833741, -118.350552]"
1245161435317121024,0.0,US,"[37.76442532, -122.43856987]"
1245162732279775233,-0.05,US,"[32.0702, -81.0952]"
1245164963909558273,0.35,US,"[35.94361111, -115.21722222]"
1245167389282578433,0.5,US,"[29.7602, -95.3694]"
1245168205536071680,0.8,US,"[26.6396, -81.9825]"
1245168223521329154,0.21666666666666665,US,"[33.4482, -112.0777]"
1245172836051963904,0.0,US,"[33.1508, -96.8261]"
1245173116227080192,0.0,US,"[33.88, -117.58]"
1245173135793696769,0.0,US,"[36.3896, -86.4469]"
1245173146585612290,0.0909090909090909,US,"[40.7881, -74.0155]"
1245173300373962752,0.625,US,"[28.692447, -81.42344805]"
1245174200572219393,-0.1,US,"[34.0522, -118.243]"
1245175084312154112,0.85,US,"[33.81606771, -117.50605382]"
1245175094172733445,0.05000000000000001,US,"[33.88, -117.58]"
1245176757126344704,0.39999999999999997,US,"[40.74593584, -73.84350331]"
1245177687322353665,0.0,US,"[33.8912985, -118.07116168]"
1245177697753595904,0.0,US,"[41.883222, -87.632496]"
1245178158711635970,0.07499999999999998,US,"[39.71528, -105.13705]"
1245181363545874432,0.25,US,"[37.78261917, -122.41022611]"
1245184274590023680,0.4125,US,"[34.0522, -118.243]"
1245184622528352257,0.0,US,"[44.0519, -123.087]"
1245185030823051264,0.0,US,"[34.49694444, -91.55083333]"
1245185878517047302,0.49375,US,"[40.58131, -74.1117]"
1245185921336688647,0.0,US,"[34.05768779, -117.70854458]"
1245186026525446147,0.0,US,"[34.0522, -118.243]"
1245188816182415360,0.5,US,"[33.8443, -116.5279]"
1245189338289356801,0.07727272727272726,US,"[42.3368, -83.0507]"
1245190779321987073,0.01666666666666667,US,"[32.7779, -91.9149]"
1245190870468624386,0.0,US,"[37.3376, -121.8865]"
1245200171820036096,-0.09765625,US,"[43.5748, -116.564]"
1245191580862087169,0.0,US,"[41.2769, -72.7936]"
1245208929430384640,0.14682539682539683,US,"[34.1722, -118.378]"
1245216792231858181,0.2,US,"[37.796415, -122.40007277]"
1245201614346076160,0.153125,US,"[39.99608817, -75.13404101]"
1245211274818072576,0.0,US,"[33.665, -117.912]"
1245210441497767936,0.0,US,"[40.0456, -86.0113]"
1245200681616789504,0.16666666666666666,US,"[40.6303, -74.0889]"
1245211714330771458,0.22164502164502164,US,"[37.8029, -122.2721]"
1245206503889481728,-0.12000000000000002,US,"[40.87400211, -73.8854045]"
1245216126608519169,0.3125,US,"[42.531, -96.4955]"
1245196041214967814,0.8,US,"[34.1692, -118.3429]"
